Site,Code site,Branche,Chargé d'exploitation,Energie,Semaine de l'alerte,Mois de l'alerte,Date d'envoi de l'alerte au client ,Client alerté,Chargé d'analyse BO ,Période Talon ,Talon ref ,Début surconsommation ,Fin surconsommation ,Talon surconso identifié,DP Surconso (kW),Nb d'heures,Nb nuits/jours concernés,Impact conso (kWh),Type d'impact,% Surconso,Période d'alerte,Type de surconso,Catégorie
BESANCON CHAPRAIS,CS279,SES,DM,Electricité,25,6, ,0,HH,Eté,85,2023-06-25,2023-06-25,140,55.0,11.0,1,605.0,Récurrent,0.6470588235294118,Dim,Impact Client,Changement de comportement
BESANCON SAINT FERJEUX,CS287,SES,DM,Electricité,25,6,2023-07-04 00:00:00,0,HH,Eté,65,2023-06-18,2023-06-25,75,10.0,3.0,7,210.0,Récurrent,0.15384615384615385,Nuit,A définir,Investigation en cours
BESANCON SAINT FERJEUX,CS287,SES,DM,Electricité,26,6, ,0,HH,Eté,65,2023-06-25,2023-07-01,75,10.0,3.0,6,180.0,Récurrent,0.15384615384615385,Nuit,A définir,Investigation en cours
BESANCON SAINT FERJEUX,CS287,SES,DM,Electricité,23,6, ,0,RC,Eté,65,2023-06-04,2023-06-10,80,15.0,8.0,6,720.0,Récurrent,0.23076923076923078,Nuit,Impact Client,Eclairage
BESANCON ST CLAUDE,CS280,SES,DM,Electricité,22,6, ,0,RC,Eté,40,2023-06-01,2023-06-04,35,-5.0,3.0,3,-45.0,Récurrent,-0.125,Nuit,Impact Client,Froid
BESANCON ST CLAUDE,CS280,SES,DM,Electricité,22,6, ,0,RC,Eté,40,2023-06-04,2023-06-04,60,20.0,10.0,1,200.0,Récurrent,0.5,Dim,Impact Client,Changement de comportement
BESANCON ST CLAUDE,CS280,SES,DM,Electricité,23,6, ,0,RC,Eté,40,2023-06-11,2023-06-11,60,20.0,9.0,1,180.0,Récurrent,0.5,Dim,Impact Client,Changement de comportement
BESANCON ST CLAUDE,CS280,SES,DM,Electricité,24,6, ,0,HH,Eté,40,2023-06-18,2023-06-18,65,25.0,11.0,1,275.0,Récurrent,0.625,Dim,Impact Client,Changement de comportement
BESANCON ST CLAUDE,CS280,SES,DM,Electricité,25,6, ,0,HH,Eté,40,2023-06-25,2023-06-25,65,25.0,11.0,1,275.0,Récurrent,0.625,Dim,Impact Client,Changement de comportement
BEZIERS,CS953,SES,EE,Electricité,25,6, ,0,HH,Eté,115,2023-06-18,2023-06-19,130,15.0,3.0,1,45.0,Récurrent,0.13043478260869565,Nuit,A définir,Investigation en cours
BEZIERS,CS953,SES,EE,Electricité,25,6, ,0,HH,Eté,115,2023-06-19,2023-06-20,130,15.0,7.0,1,105.0,Récurrent,0.13043478260869565,Nuit,A définir,Investigation en cours
BEZIERS,CS953,SES,EE,Electricité,25,6, ,0,HH,Eté,115,2023-06-21,2023-06-22,130,15.0,3.0,1,45.0,Récurrent,0.13043478260869565,Nuit,A définir,Investigation en cours
BEZIERS,CS953,SES,EE,Electricité,25,6, ,0,HH,Eté,115,2023-06-22,2023-06-25,130,15.0,7.0,3,315.0,Récurrent,0.13043478260869565,Nuit,A définir,Investigation en cours
BEZIERS,CS953,SES,EE,Electricité,25,6, ,0,HH,Eté,115,2023-06-25,2023-06-25,130,15.0,7.0,1,105.0,Récurrent,0.13043478260869565,Dim,A définir,Investigation en cours
BEZIERS,CS953,SES,EE,Electricité,22,6, ,0,RC,Eté,115,2023-06-04,2023-06-04,125,10.0,7.0,1,70.0,Récurrent,0.08695652173913043,Dim,Impact Client,Eclairage
BEZIERS,CS953,SES,EE,Electricité,22,6, ,0,RC,Eté,115,2023-06-01,2023-06-04,130,15.0,3.0,3,135.0,Récurrent,0.13043478260869565,Nuit,Impact Client,Eclairage
BEZIERS,CS953,SES,EE,Electricité,23,6, ,0,RC,Eté,115,2023-06-04,2023-06-05,130,15.0,2.0,1,30.0,Récurrent,0.13043478260869565,Nuit,Impact Client,Eclairage
BEZIERS,CS953,SES,EE,Electricité,23,6, ,0,RC,Eté,115,2023-06-05,2023-06-11,130,15.0,7.0,6,630.0,Récurrent,0.13043478260869565,Nuit,Impact Client,Eclairage
BEZIERS,CS953,SES,EE,Electricité,23,6, ,0,RC,Eté,115,2023-06-06,2023-06-07,130,15.0,8.0,1,120.0,Récurrent,0.13043478260869565,Nuit,Impact Client,Eclairage
BEZIERS,CS953,SES,EE,Electricité,23,6, ,0,RC,Eté,115,2023-06-11,2023-06-11,130,15.0,7.0,1,105.0,Récurrent,0.13043478260869565,Dim,Impact Client,Eclairage
BEZIERS,CS953,SES,EE,Electricité,26,6, ,0,HH,Eté,115,2023-06-25,2023-07-01,145,30.0,1.0,6,180.0,Récurrent,0.2608695652173913,Nuit,Impact Client,Changement de comportement
BEZIERS RIQUET,CS309,SES,DM,Electricité,22,6, ,0,RC,Eté,45,2023-06-04,2023-06-04,65,20.0,7.0,1,140.0,Récurrent,0.4444444444444444,Dim,Impact Client,Changement de comportement
BEZIERS RIQUET,CS309,SES,DM,Electricité,23,6, ,0,RC,Eté,45,2023-06-11,2023-06-11,65,20.0,7.0,1,140.0,Récurrent,0.4444444444444444,Dim,Impact Client,Changement de comportement
BEZIERS RIQUET,CS309,SES,DM,Electricité,24,6, ,0,HH,Eté,45,2023-06-18,2023-06-18,65,20.0,8.0,1,160.0,Récurrent,0.4444444444444444,Dim,Impact Client,Changement de comportement
BEZIERS RIQUET,CS309,SES,DM,Electricité,25,6, ,0,HH,Eté,45,2023-06-25,2023-06-25,70,25.0,10.0,1,250.0,Récurrent,0.5555555555555556,Dim,Impact Client,Changement de comportement
BIOT ,CS898,Super Casino,EE,Electricité,25,6,2023-07-04 00:00:00,0,HH,Eté,85,2023-06-19,2023-06-25,85,0.0,2.0,6,0.0,Récurrent,0,Nuit,A définir,Investigation en cours
BIOT ,CS898,Super Casino,EE,Electricité,26,6, ,0,HH,Eté,85,2023-06-25,2023-06-28,85,0.0,3.0,3,0.0,Récurrent,0,Nuit,Impact Client,CVC
BIOT ,CS898,Super Casino,EE,Electricité,26,6, ,0,HH,Eté,85,2023-06-30,2023-07-01,85,0.0,4.0,1,0.0,Récurrent,0,Nuit,Impact Client,CVC
BIOT ,CS898,Super Casino,EE,Electricité,26,6, ,0,HH,Eté,85,2023-06-28,2023-06-30,90,5.0,7.0,2,70.0,Récurrent,0.058823529411764705,Nuit,Impact Client,CVC
BIOT ,CS898,Super Casino,EE,Electricité,24,6, ,0,HH,Eté,85,2023-06-18,2023-06-18,95,10.0,8.0,1,80.0,Récurrent,0.11764705882352941,Dim,Impact Client,Changement de comportement
BIOT ,CS898,Super Casino,EE,Electricité,23,6, ,0,RC,Eté,85,2023-06-11,2023-06-11,100,15.0,8.0,1,120.0,Récurrent,0.17647058823529413,Dim,Impact Client,Changement de comportement
BIOT ,CS898,Super Casino,EE,Electricité,25,6, ,0,HH,Eté,85,2023-06-25,2023-06-25,130,45.0,9.0,1,405.0,Récurrent,0.5294117647058824,Dim,Impact Client,Changement de comportement
BLANC MESNIL,CS176,Super Casino,EE,Electricité,24,6, ,0,HH,Eté,30,2023-06-12,2023-06-18,50,20.0,1.0,6,120.0,Récurrent,0.6666666666666666,Nuit,Impact Client,Changement de comportement
BLANC MESNIL,CS176,Super Casino,EE,Electricité,25,6, ,0,HH,Eté,30,2023-06-19,2023-06-25,50,20.0,1.0,6,120.0,Récurrent,0.6666666666666666,Nuit,Impact Client,Changement de comportement
BLANC MESNIL,CS176,Super Casino,EE,Electricité,26,6, ,0,HH,Eté,30,2023-06-28,2023-06-30,50,20.0,1.0,2,40.0,Récurrent,0.6666666666666666,Nuit,Impact Client,Changement de comportement
BLANC MESNIL,CS176,Super Casino,EE,Electricité,24,6, ,0,HH,Eté,30,2023-06-18,2023-06-18,55,25.0,8.0,1,200.0,Récurrent,0.8333333333333334,Dim,Impact Client,Changement de comportement
BLANC MESNIL,CS176,Super Casino,EE,Electricité,25,6, ,0,HH,Eté,30,2023-06-25,2023-06-25,60,30.0,6.0,1,180.0,Récurrent,1,Dim,Impact Client,Changement de comportement
BORDEAUX CAUDERAN,CS945,SES,EE,Electricité,25,6, ,0,HH,Eté,65,2023-06-25,2023-06-25,75,10.0,7.0,1,70.0,Récurrent,0.15384615384615385,Dim,Impact Client,Changement de comportement
BORDEAUX TALENCE,CS914,SES,DM,Electricité,22,6, ,0,RC,Eté,105,2023-06-01,2023-06-04,95,-10.0,5.0,3,-150.0,Récurrent,-0.09523809523809523,Nuit,Impact Client,CVC
BORDEAUX TALENCE,CS914,SES,DM,Electricité,23,6, ,0,RC,Eté,105,2023-06-04,2023-06-11,100,-5.0,5.0,7,-175.0,Récurrent,-0.047619047619047616,Nuit,Impact Client,CVC
BORDEAUX TALENCE,CS914,SES,DM,Electricité,25,6, ,0,HH,Eté,105,2023-06-18,2023-06-25,100,-5.0,5.0,7,-175.0,Récurrent,-0.047619047619047616,Nuit,Impact Client,CVC
BORDEAUX TALENCE,CS914,SES,DM,Electricité,26,6, ,0,HH,Eté,105,2023-06-25,2023-07-01,100,-5.0,5.0,6,-150.0,Récurrent,-0.047619047619047616,Nuit,Impact Client,CVC
BORDEAUX TALENCE,CS914,SES,DM,Electricité,22,6, ,0,RC,Eté,105,2023-06-04,2023-06-04,135,30.0,8.0,1,240.0,Récurrent,0.2857142857142857,Dim,Impact Client,Changement de comportement
BORDEAUX TALENCE,CS914,SES,DM,Electricité,23,6, ,0,RC,Eté,105,2023-06-11,2023-06-11,145,40.0,7.0,1,280.0,Récurrent,0.38095238095238093,Dim,Impact Client,Changement de comportement
BORDEAUX TALENCE,CS914,SES,DM,Electricité,24,6, ,0,HH,Eté,105,2023-06-18,2023-06-18,145,40.0,8.0,1,320.0,Récurrent,0.38095238095238093,Dim,Impact Client,Changement de comportement
BORDEAUX TALENCE,CS914,SES,DM,Electricité,25,6, ,0,HH,Eté,105,2023-06-25,2023-06-25,145,40.0,10.0,1,400.0,Récurrent,0.38095238095238093,Dim,Impact Client,Changement de comportement
BORMES LES MIMOSAS,CS941,SES,DM,Electricité,24,6, ,0,HH,Eté,65,2023-06-15,2023-06-16,80,15.0,1.0,1,15.0,Récurrent,0.23076923076923078,Nuit,Impact Client,Eclairage
BORMES LES MIMOSAS,CS941,SES,DM,Electricité,22,6, ,0,RC,Eté,65,2023-06-04,2023-06-04,120,55.0,9.0,1,495.0,Récurrent,0.8461538461538461,Dim,Impact Client,Changement de comportement
BORMES LES MIMOSAS,CS941,SES,DM,Electricité,23,6, ,0,RC,Eté,65,2023-06-11,2023-06-11,120,55.0,8.0,1,440.0,Récurrent,0.8461538461538461,Dim,Impact Client,Changement de comportement
BORMES LES MIMOSAS,CS941,SES,DM,Electricité,25,6, ,0,HH,Eté,65,2023-06-25,2023-06-25,135,70.0,9.0,1,630.0,Récurrent,1.0769230769230769,Dim,Impact Client,Changement de comportement
BORMES LES MIMOSAS,CS941,SES,DM,Electricité,24,6, ,0,HH,Eté,65,2023-06-18,2023-06-18,145,80.0,9.0,1,720.0,Récurrent,1.2307692307692308,Dim,Impact Client,Changement de comportement
BOURG D'OISANS,CS226,SES,DM,Electricité,26,6, ,0,HH,Eté,105,2023-06-25,2023-07-01,125,20.0,5.0,6,600.0,Récurrent,0.19047619047619047,Nuit,A définir,Investigation en cours
BOURG D'OISANS,CS226,SES,DM,Electricité,22,6, ,0,RC,Eté,105,2023-06-04,2023-06-04,140,35.0,9.0,1,315.0,Récurrent,0.3333333333333333,Dim,Impact Client,Changement de comportement
BOURG D'OISANS,CS226,SES,DM,Electricité,23,6, ,0,RC,Eté,105,2023-06-11,2023-06-11,155,50.0,9.0,1,450.0,Récurrent,0.47619047619047616,Dim,Impact Client,Changement de comportement
BOURG D'OISANS,CS226,SES,DM,Electricité,24,6, ,0,HH,Eté,105,2023-06-18,2023-06-18,160,55.0,9.0,1,495.0,Récurrent,0.5238095238095238,Dim,Impact Client,Changement de comportement
BOURG D'OISANS,CS226,SES,DM,Electricité,25,6, ,0,HH,Eté,105,2023-06-25,2023-06-25,160,55.0,10.0,1,550.0,Récurrent,0.5238095238095238,Dim,Impact Client,Changement de comportement
BRIGNOLES,CS642,SES,EE,Electricité,22,6, ,0,RC,Eté,70,2023-06-01,2023-06-04,75,5.0,1.0,3,15.0,Récurrent,0.07142857142857142,Nuit,Impact Client,Eclairage
BRIGNOLES,CS642,SES,EE,Electricité,23,6, ,0,RC,Eté,70,2023-06-04,2023-06-11,75,5.0,2.0,7,70.0,Récurrent,0.07142857142857142,Nuit,Impact Client,Eclairage
BRIGNOLES,CS642,SES,EE,Electricité,24,6, ,0,HH,Eté,70,2023-06-11,2023-06-17,75,5.0,1.0,6,30.0,Récurrent,0.07142857142857142,Nuit,Impact Client,Eclairage
BRIGNOLES,CS642,SES,EE,Electricité,25,6, ,0,HH,Eté,70,2023-06-18,2023-06-23,75,5.0,4.0,5,100.0,Récurrent,0.07142857142857142,Nuit,Impact Client,Eclairage
BRIGNOLES,CS642,SES,EE,Electricité,24,6, ,0,HH,Eté,70,2023-06-17,2023-06-18,80,10.0,2.0,1,20.0,Récurrent,0.14285714285714285,Nuit,Impact Client,Eclairage
BRIGNOLES,CS642,SES,EE,Electricité,25,6, ,0,HH,Eté,70,2023-06-23,2023-06-24,80,10.0,2.0,1,20.0,Récurrent,0.14285714285714285,Nuit,Impact Client,Eclairage
BRIGNOLES,CS642,SES,EE,Electricité,26,6, ,0,HH,Eté,70,2023-06-25,2023-07-01,80,10.0,5.0,6,300.0,Récurrent,0.14285714285714285,Nuit,Impact Client,Eclairage
BRIOUDE,CS530,SES,DM,Electricité,22,6, ,0,RC,Eté,55,2023-06-04,2023-06-04,65,10.0,7.0,1,70.0,Récurrent,0.18181818181818182,Dim,Impact Client,Changement de comportement
BRIOUDE,CS530,SES,DM,Electricité,23,6, ,0,RC,Eté,55,2023-06-11,2023-06-11,75,20.0,7.0,1,140.0,Récurrent,0.36363636363636365,Dim,Impact Client,Changement de comportement
BRIOUDE,CS530,SES,DM,Electricité,24,6, ,0,HH,Eté,55,2023-06-18,2023-06-18,75,20.0,7.0,1,140.0,Récurrent,0.36363636363636365,Dim,Impact Client,Changement de comportement
BRIOUDE,CS530,SES,DM,Electricité,25,6, ,0,HH,Eté,55,2023-06-25,2023-06-25,75,20.0,8.0,1,160.0,Récurrent,0.36363636363636365,Dim,Impact Client,Changement de comportement
BRIVE LA GAILARDE,CS531,Super Casino,DM,Electricité,22,6, ,0,RC,Eté,50,2023-06-04,2023-06-04,65,15.0,16.0,1,240.0,Récurrent,0.3,Dim,Impact Client,Multi-usage
BRIVE LA GAILARDE,CS531,Super Casino,DM,Electricité,22,6, ,0,RC,Eté,50,2023-06-01,2023-06-04,70,20.0,7.0,3,420.0,Récurrent,0.4,Nuit,Impact Client,Multi-usage
BRIVE LA GAILARDE,CS531,Super Casino,DM,Electricité,24,6, ,0,HH,Eté,50,2023-06-11,2023-06-18,70,20.0,7.0,7,980.0,Récurrent,0.4,Nuit,Impact Client,Multi-usage
BRIVE LA GAILARDE,CS531,Super Casino,DM,Electricité,25,6, ,0,HH,Eté,50,2023-06-18,2023-06-25,70,20.0,7.0,7,980.0,Récurrent,0.4,Nuit,Impact Client,Multi-usage
BRIVE LA GAILARDE,CS531,Super Casino,DM,Electricité,26,6, ,0,HH,Eté,50,2023-06-25,2023-07-01,70,20.0,7.0,6,840.0,Récurrent,0.4,Nuit,Impact Client,Multi-usage
BRIVE LA GAILARDE,CS531,Super Casino,DM,Electricité,25,6, ,0,HH,Eté,50,2023-06-25,2023-06-25,80,30.0,16.0,1,480.0,Récurrent,0.6,Dim,Impact Client,Changement de comportement
BRIVE LA GAILARDE,CS531,Super Casino,DM,Electricité,24,6, ,0,HH,Eté,50,2023-06-18,2023-06-18,80,30.0,15.0,1,450.0,Récurrent,0.6,Dim,Impact Client,Multi-usage
BRON SALENGRO,CS784,SES,DM,Electricité,25,6,2023-07-04 00:00:00,0,HH,Eté,75,2023-06-23,2023-06-25,80,5.0,4.0,2,40.0,Récurrent,0.06666666666666667,Nuit,Impact Client,CVC
BRON SALENGRO,CS784,SES,DM,Electricité,25,6,2023-07-04 00:00:00,0,HH,Eté,75,2023-06-18,2023-06-21,85,10.0,4.0,3,120.0,Récurrent,0.13333333333333333,Nuit,Impact Client,CVC
BRON SALENGRO,CS784,SES,DM,Electricité,24,6, ,0,HH,Eté,75,2023-06-11,2023-06-17,90,15.0,4.0,6,360.0,Récurrent,0.2,Nuit,Impact Client,CVC
BRON SALENGRO,CS784,SES,DM,Electricité,25,6,2023-07-04 00:00:00,0,HH,Eté,75,2023-06-25,2023-06-25,100,25.0,2.0,1,50.0,Récurrent,0.3333333333333333,Dim,Impact Client,CVC
BRON SALENGRO,CS784,SES,DM,Electricité,25,6,2023-07-04 00:00:00,0,HH,Eté,75,2023-06-22,2023-06-23,105,30.0,4.0,1,120.0,Récurrent,0.4,Nuit,Impact Client,CVC
BRON SALENGRO,CS784,SES,DM,Electricité,25,6,2023-07-04 00:00:00,0,HH,Eté,75,2023-06-21,2023-06-22,115,40.0,4.0,1,160.0,Récurrent,0.5333333333333333,Nuit,Impact Client,CVC
BRON SALENGRO,CS784,SES,DM,Electricité,22,6, ,0,RC,Eté,75,2023-06-01,2023-06-03,85,10.0,2.0,2,40.0,Récurrent,0.13333333333333333,Nuit,Impact Client,CVC
BRON SALENGRO,CS784,SES,DM,Electricité,23,6, ,0,RC,Eté,75,2023-06-04,2023-06-11,85,10.0,4.0,7,280.0,Récurrent,0.13333333333333333,Nuit,Impact Client,CVC
BRON SALENGRO,CS784,SES,DM,Electricité,26,6, ,0,HH,Eté,75,2023-06-25,2023-07-01,85,10.0,4.0,6,240.0,Récurrent,0.13333333333333333,Nuit,Impact Client,CVC
BRON SALENGRO,CS784,SES,DM,Electricité,22,6, ,0,RC,Eté,75,2023-06-04,2023-06-11,110,35.0,10.0,2,700.0,Récurrent,0.4666666666666667,Dim,Impact Client,Changement de comportement
BRON SALENGRO,CS784,SES,DM,Electricité,23,6, ,0,RC,Eté,75,2023-06-04,2023-06-11,145,70.0,2.0,13,1820.0,Récurrent,0.9333333333333333,Nuit,Impact Client,Changement de comportement
BRON SALENGRO,CS784,SES,DM,Electricité,24,6, ,0,HH,Eté,75,2023-06-18,2023-06-18,135,60.0,8.0,1,480.0,Récurrent,0.8,Dim,Impact Client,Changement de comportement
BRON SALENGRO,CS784,SES,DM,Electricité,25,6, ,0,HH,Eté,75,2023-06-25,2023-06-25,145,70.0,8.0,1,560.0,Récurrent,0.9333333333333333,Dim,Impact Client,Changement de comportement
CANNES LA BOCCA,CS638,SES,EE,Electricité,22,6, ,0,RC,Eté,115,2023-06-01,2023-06-02,160,45.0,3.0,1,135.0,Récurrent,0.391304347826087,Nuit,A définir,Investigation en cours
CANNES PONT DES GABRES,CS987,SES,EE,Electricité,22,6, ,0,RC,Eté,125,2023-06-01,2023-06-04,130,5.0,3.0,3,45.0,Récurrent,0.04,Nuit,Impact Client,Eclairage
CANNES PONT DES GABRES,CS987,SES,EE,Electricité,25,6, ,0,HH,Eté,125,2023-06-18,2023-06-23,145,20.0,3.0,5,300.0,Récurrent,0.16,Nuit,A définir,Investigation en cours
CANNES PONT DES GABRES,CS987,SES,EE,Electricité,26,6, ,0,HH,Eté,125,2023-06-25,2023-06-27,145,20.0,3.0,2,120.0,Récurrent,0.16,Nuit,A définir,Investigation en cours
CANNES PONT DES GABRES,CS987,SES,EE,Electricité,26,6, ,0,HH,Eté,125,2023-06-28,2023-06-30,165,40.0,3.0,2,240.0,Récurrent,0.32,Nuit,A définir,Investigation en cours
CANNES PONT DES GABRES,CS987,SES,EE,Electricité,26,6, ,0,HH,Eté,125,2023-06-27,2023-06-28,180,55.0,3.0,1,165.0,Récurrent,0.44,Nuit,A définir,Investigation en cours
CANNES PONT DES GABRES,CS987,SES,EE,Electricité,23,6, ,0,RC,Eté,125,2023-06-04,2023-06-11,140,15.0,3.0,7,315.0,Récurrent,0.12,Nuit,Impact Client,Eclairage
CANNES PONT DES GABRES,CS987,SES,EE,Electricité,22,6, ,0,RC,Eté,125,2023-06-04,2023-06-04,165,40.0,10.0,1,400.0,Récurrent,0.32,Dim,Impact Client,Changement de comportement
CANNES PONT DES GABRES,CS987,SES,EE,Electricité,24,6, ,0,HH,Eté,125,2023-06-18,2023-06-18,175,50.0,10.0,1,500.0,Récurrent,0.4,Dim,Impact Client,Changement de comportement
CANNES PONT DES GABRES,CS987,SES,EE,Electricité,23,6, ,0,RC,Eté,125,2023-06-11,2023-06-11,180,55.0,17.0,1,935.0,Récurrent,0.44,Dim,Impact Client,Changement de comportement
CANNES PONT DES GABRES,CS987,SES,EE,Electricité,25,6, ,0,HH,Eté,125,2023-06-25,2023-06-25,180,55.0,10.0,1,550.0,Récurrent,0.44,Dim,Impact Client,Changement de comportement
Carantec,CM769,Franchisés,EE,Electricité,22,6, ,0,RC,Eté, ,2023-06-03,2023-06-04,45,,2.0,1,,Récurrent,-,Nuit,Impact Client,Eclairage
Carantec,CM769,Franchisés,EE,Electricité,22,6, ,0,RC,Eté, ,2023-06-04,2023-06-04,45,,1.0,1,,Récurrent,-,Dim,Impact Client,Eclairage
Carantec,CM769,Franchisés,EE,Electricité,24,6, ,0,HH,Eté, ,2023-06-11,2023-06-13,45,,1.0,2,,Récurrent,-,Nuit,Impact Client,Multi-usage
Carantec,CM769,Franchisés,EE,Electricité,24,6, ,0,HH,Eté, ,2023-06-13,2023-06-18,45,,4.0,5,,Récurrent,-,Nuit,Impact Client,Multi-usage
Carantec,CM769,Franchisés,EE,Electricité,24,6, ,0,HH,Eté, ,2023-06-18,2023-06-18,45,,6.0,1,,Récurrent,-,Dim,Impact Client,Multi-usage
Carantec,CM769,Franchisés,EE,Electricité,25,6, ,0,HH,Eté, ,2023-06-18,2023-06-20,45,,2.0,2,,Récurrent,-,Nuit,Impact Client,Multi-usage
Carantec,CM769,Franchisés,EE,Electricité,25,6, ,0,HH,Eté, ,2023-06-20,2023-06-21,45,,7.0,1,,Récurrent,-,Nuit,Impact Client,Multi-usage
Carantec,CM769,Franchisés,EE,Electricité,25,6, ,0,HH,Eté, ,2023-06-21,2023-06-24,45,,3.0,3,,Récurrent,-,Nuit,Impact Client,Multi-usage
Carantec,CM769,Franchisés,EE,Electricité,26,6, ,0,HH,Eté, ,2023-06-25,2023-06-27,45,,4.0,2,,Récurrent,-,Nuit,Impact Client,Multi-usage
Carantec,CM769,Franchisés,EE,Electricité,26,6, ,0,HH,Eté, ,2023-06-27,2023-06-28,45,,7.0,1,,Récurrent,-,Nuit,Impact Client,Multi-usage
Carantec,CM769,Franchisés,EE,Electricité,26,6, ,0,HH,Eté, ,2023-06-28,2023-06-29,45,,3.0,1,,Récurrent,-,Nuit,Impact Client,Multi-usage
Carantec,CM769,Franchisés,EE,Electricité,26,6, ,0,HH,Eté, ,2023-06-29,2023-06-30,45,,7.0,1,,Récurrent,-,Nuit,Impact Client,Multi-usage
Carantec,CM769,Franchisés,EE,Electricité,26,6, ,0,HH,Eté, ,2023-06-30,2023-07-01,45,,4.0,1,,Récurrent,-,Nuit,Impact Client,Multi-usage
Carantec,CM769,Franchisés,EE,Electricité,23,6, ,0,RC,Eté, ,2023-06-11,2023-06-11,50,,7.0,1,,Récurrent,-,Dim,Impact Client,Eclairage
Carantec,CM769,Franchisés,EE,Electricité,25,6, ,0,HH,Eté, ,2023-06-24,2023-06-25,50,,7.0,1,,Récurrent,-,Nuit,Impact Client,Multi-usage
Carantec,CM769,Franchisés,EE,Electricité,25,6, ,0,HH,Eté, ,2023-06-25,2023-06-25,50,,8.0,1,,Récurrent,-,Dim,Impact Client,Multi-usage
CARNAC,CS141,SES,EE,Electricité,22,6, ,0,RC,Eté,35,2023-06-02,2023-06-04,55,20.0,1.0,2,40.0,Récurrent,0.5714285714285714,Nuit,Impact Client,Changement de comportement
CHARLEVILLE MEZIERES,CS352,Super Casino,EE,Electricité,26,6, ,0,HH,Eté,35,2023-06-25,2023-07-01,50,15.0,7.0,6,630.0,Récurrent,0.42857142857142855,Nuit,Impact Client,Multi-usage
CHARLEVILLE MEZIERES,CS352,Super Casino,EE,Electricité,22,6, ,0,RC,Eté,35,2023-06-01,2023-06-04,55,20.0,7.0,3,420.0,Récurrent,0.5714285714285714,Nuit,Impact Client,Eclairage 
CHARLEVILLE MEZIERES,CS352,Super Casino,EE,Electricité,24,6, ,0,HH,Eté,35,2023-06-11,2023-06-18,55,20.0,7.0,7,980.0,Récurrent,0.5714285714285714,Nuit,Impact Client,Multi-usage
CHARLEVILLE MEZIERES,CS352,Super Casino,EE,Electricité,25,6, ,0,HH,Eté,35,2023-06-18,2023-06-25,55,20.0,7.0,7,980.0,Récurrent,0.5714285714285714,Nuit,Impact Client,Multi-usage
CHARLEVILLE MEZIERES,CS352,Super Casino,EE,Electricité,22,6, ,0,RC,Eté,35,2023-06-04,2023-06-04,65,30.0,14.0,1,420.0,Récurrent,0.8571428571428571,Dim,Impact Client,Changement de comportement
CHARLEVILLE MEZIERES,CS352,Super Casino,EE,Electricité,24,6, ,0,HH,Eté,35,2023-06-18,2023-06-18,65,30.0,15.0,1,450.0,Récurrent,0.8571428571428571,Dim,Impact Client,Changement de comportement
CHARLEVILLE MEZIERES,CS352,Super Casino,EE,Electricité,23,6, ,0,RC,Eté,35,2023-06-11,2023-06-11,70,35.0,14.0,1,490.0,Récurrent,1,Dim,Impact Client,Changement de comportement
CHARLEVILLE MEZIERES,CS352,Super Casino,EE,Electricité,25,6, ,0,HH,Eté,35,2023-06-25,2023-06-25,75,40.0,15.0,1,600.0,Récurrent,1.1428571428571428,Dim,Impact Client,Changement de comportement
CHAVILLE,CS528,SM CPE Lighting,-,Electricité,22,6, ,0,RC,Eté,55,2023-06-01,2023-06-04,55,0.0,5.0,3,0.0,Récurrent,0,Nuit,Impact Client,Multi-usage
CHAVILLE,CS528,SM CPE Lighting,-,Electricité,26,6, ,0,HH,Eté,55,2023-06-25,2023-07-01,60,5.0,5.0,6,150.0,Récurrent,0.09090909090909091,Nuit,Impact Client,Multi-usage
CHAVILLE,CS528,SM CPE Lighting,-,Electricité,24,6, ,0,HH,Eté,55,2023-06-11,2023-06-18,65,10.0,5.0,7,350.0,Récurrent,0.18181818181818182,Nuit,Impact Client,Multi-usage
CHAVILLE,CS528,SM CPE Lighting,-,Electricité,25,6, ,0,HH,Eté,55,2023-06-18,2023-06-25,65,10.0,5.0,7,350.0,Récurrent,0.18181818181818182,Nuit,Impact Client,Multi-usage
CUERS,CS892,Super Casino,EE,Electricité,22,6, ,0,RC,Eté,50,2023-06-01,2023-06-04,45,-5.0,6.0,3,-90.0,Récurrent,-0.1,Nuit,Impact Client,Multi-usage
CUERS,CS892,Super Casino,EE,Electricité,24,6, ,0,HH,Eté,50,2023-06-11,2023-06-14,45,-5.0,7.0,3,-105.0,Récurrent,-0.1,Nuit,Impact Client,Multi-usage
CUERS,CS892,Super Casino,EE,Electricité,24,6, ,0,HH,Eté,50,2023-06-14,2023-06-15,45,-5.0,3.0,1,-15.0,Récurrent,-0.1,Nuit,Impact Client,Multi-usage
CUERS,CS892,Super Casino,EE,Electricité,22,6, ,0,RC,Eté,50,2023-06-04,2023-06-04,50,0.0,7.0,1,0.0,Récurrent,0,Dim,Impact Client,Multi-usage
CUERS,CS892,Super Casino,EE,Electricité,24,6, ,0,HH,Eté,50,2023-06-15,2023-06-18,50,0.0,7.0,3,0.0,Récurrent,0,Nuit,Impact Client,Multi-usage
CUERS,CS892,Super Casino,EE,Electricité,25,6, ,0,HH,Eté,50,2023-06-18,2023-06-25,50,0.0,7.0,7,0.0,Récurrent,0,Nuit,Impact Client,Multi-usage
